"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM1","1996-11-07","1","Surface Water","11.8","5.6","4.3","32","2.3","200000","210000","0.015","0.013","1.3","7.6","5.4","17.6","0.2","7.2","78","27.4","5.63","6.6","6.63","1.9","24.8","0.139","10"
"Deep Bay","DM1","1996-12-06","1","Surface Water","14.8","12","0.6","42","3.6","600000","1100000","0.14","0.077","1.1","7.2","6","18.2","0.1","10","28","18","12.22","14","14.22","1.7","58.2","0.056","6"
"Deep Bay","DM2","1996-01-11","1","Surface Water","3","4.5","2","65","5.5","27000","39000","0.36","0.12","0.56","7.6","5.3","25.7","0.5","4.6","53","16.5","4.98","5","5.48","0.85","35","0.044","5.9"
"Deep Bay","DM2","1996-02-12","1","Surface Water","1.8","3.2","2.9","66","6.3","6000","10000","0.39","0.1","0.45","7.5","2.4","N/A","0.5","2.6","5","17.3","3.69","3.4","3.89","0.63","5.9","N/A","1"
"Deep Bay","DM2","1996-03-11","1","Surface Water","0.9","2","1.5","95","8.2","700","800","0.48","0.12","0.32","7.8","2.1","28.9","0.7","2.5","22","16.7","2.6","2.1","2.7","0.5","18","0.029","2.7"
"Deep Bay","DM2","1996-04-17","1","Surface Water","0.8","4","1","57","4.5","1000","1100","0.61","0.19","0.59","7.5","1.6","22.7","0.5","6.4","15","21.8","4.8","7.7","8.5","0.67","11.5","0.046","2.4"
"Deep Bay","DM2","1996-05-13","1","Surface Water","0.1","3.3","4","62","4.8","3200","4100","0.26","0.12","0.5","7.4","2.2","17.5","0.5","6.7","23","23.8","3.68","5.6","5.98","0.6","19.5","0.043","2.8"
"Deep Bay","DM2","1996-06-10","1","Surface Water","5.1","5.1","51","44","3","35000","37000","0.27","0.2","0.9","7.9","23","10.8","0.5","7","29","27.9","5.57","8","8.47","1.2","17.4","0.284","10"
"Deep Bay","DM2","1996-07-10","1","Surface Water","12.6","6.8","170","11","0.8","230000","390000","0.12","0.15","0.87","7.6","67","2","0.5","6","150","30","7.07","11","11.27","1.9","151","0.225","29"
"Deep Bay","DM2","1996-08-09","1","Surface Water","7.9","5.7","59","49","3.5","80000","80000","0.19","0.2","0.54","7.2","31","4.7","0.2","9.5","150","31.3","6.09","8.1","8.49","1.5","56.4","0.07","20"
"Deep Bay","DM2","1996-09-12","1","Surface Water","2.4","1.7","3.6","99","6.9","3900","6200","0.48","0.16","0.25","7.8","32","16","1","1.8","11","29.2","2.34","2.6","3.24","0.34","4.8","0.08","2.4"
"Deep Bay","DM2","1996-10-07","1","Surface Water","8.3","8.4","3.3","8","0.6","430000","530000","0.027","0.026","0.77","7.1","26","15","0.3","8.6","35","29.6","8.45","11","11.05","1.5","14.2","0.073","9"
"Deep Bay","DM2","1996-11-07","1","Surface Water","4.1","4.6","2","53","3.8","18000","21000","0.2","0.17","0.72","7.7","5.8","21.9","0.5","5.9","47","26.1","4.97","5.5","5.87","1","24.3","0.108","5.7"
"Deep Bay","DM2","1996-12-06","1","Surface Water","2","2.2","0.9","106","8.6","4400","5600","0.44","0.17","0.33","7.7","6.5","27.6","0.3","4.9","84","17.1","2.81","3","3.61","0.63","34.2","0.026","8.7"
"Deep Bay","DM3","1996-01-11","1","Surface Water","0.8","0.55","5","94","7.4","21","29","0.19","0.047","0.08","8","0.9","32.1","0.8","1.5","9.2","17.4","0.79","0.88","1.12","0.21","9.2","0.014","1.4"
"Deep Bay","DM3","1996-02-12","1","Surface Water","2.4","0.33","12","107","10.3","4","5","0.16","0.034","0.048","8.1","4.4","N/A","1","0.17","7.6","17.5","0.52","0.67","0.86","0.24","5.6","N/A","1.4"
"Deep Bay","DM3","1996-03-11","1","Surface Water","0.3","0.41","1.1","98","8.3","25","36","0.25","0.04","0.067","8","1.2","31.5","1","1.3","24","17.3","0.7","0.59","0.88","0.2","20","0.01","2.8"
"Deep Bay","DM3","1996-04-17","1","Surface Water","0.4","0.28","1.1","98","7.8","30","34","0.45","0.056","0.044","8","3.8","24.7","1.5","2.7","7.9","20.8","0.79","0.52","1.03","0.12","5.6","0.01","1.5"
"Deep Bay","DM3","1996-05-13","1","Surface Water","N/A","0.58","7.9","88","6.8","250","280","0.42","0.092","0.15","7.8","3.8","22.6","0.7","3","11","23.8","1.09","0.83","1.34","0.24","10.8","0.014","1.5"
"Deep Bay","DM3","1996-06-10","1","Surface Water","2.7","0.35","93","139","10","5","5","0.98","0.25","0.15","8.8","26","11.2","0.5","4.1","14","30.2","1.58","1.7","2.93","0.34","7.1","0.112","8"
"Deep Bay","DM3","1996-07-10","1","Surface Water","7.2","3.7","180","100","6.8","1500","1500","0.54","0.45","0.51","8.3","77","2.6","0.5","2","91","30","4.69","6.2","7.19","1.1","96.2","0.553","18"
"Deep Bay","DM3","1996-08-09","1","Surface Water","4.4","3.1","32","66","4.7","2000","2200","0.57","0.48","0.37","7.4","19","7.6","0.3","8.2","59","31.1","4.15","4","5.05","0.7","43.9","0.062","7.3"
"Deep Bay","DM3","1996-09-12","1","Surface Water","1.2","0.12","0.5","81","5.6","16","35","0.49","0.062","0.047","7.9","5.6","22","1","3.3","18","27.9","0.67","0.39","0.94","0.1","7.6","0.005","2.3"
"Deep Bay","DM3","1996-10-07","1","Surface Water","2.3","2.8","3.1","99","6.8","6500","9000","0.28","0.12","0.3","7.9","20","20.5","0.5","2.9","8.3","28.8","3.2","3.1","3.5","0.54","5.9","0.13","1.9"
"Deep Bay","DM3","1996-11-07","1","Surface Water","2.1","2.7","2.1","83","5.8","400","560","0.29","0.22","0.48","7.9","4.8","25","0.5","4.9","29","26","3.21","3.2","3.71","0.66","30.2","0.097","3.6"
"Deep Bay","DM3","1996-12-06","1","Surface Water","1.3","1","0.7","42","3.6","100","150","0.44","0.12","0.19","7.2","4.7","17.1","0.3","3.5","58","18","1.56","1.7","2.26","0.48","44.8","0.005","3"
"Deep Bay","DM4","1996-01-08","1","Surface Water","0.3","0.26","1.2","63","5","140","200","0.22","0.037","0.052","8.3","0.8","29.5","0.5","2","24","18.3","0.52","0.45","0.71","0.33","12.5","0.014","2.6"
"Deep Bay","DM4","1996-01-08","1","Bottom Water","0.4","0.32","0.6","65","5.1","1300","2400","0.21","0.036","0.046","8.3","1.4","30.3","0.5","1.8","32","18.3","0.57","0.48","0.73","0.21","14.2","0.017","3.1"
"Deep Bay","DM4","1996-02-09","1","Surface Water","0.9","0.08","2.9","83","6.4","130","150","0.039","0.008","0.021","8.2","1.2","34.1","1.4","0.39","7.8","18.3","0.13","0.29","0.34","0.11","2","0.003","1.1"
"Deep Bay","DM4","1996-02-09","1","Bottom Water","0.7","0.091","2.3","84","6.4","280","330","0.042","0.009","0.019","8.2","1.2","34.1","1.4","0.41","13","18.2","0.14","0.25","0.3","0.26","2.1","0.004","1.6"
"Deep Bay","DM4","1996-03-04","1","Surface Water","0.7","0.15","2.2","95","7.5","240","270","0.26","0.021","0.021","8.4","1.7","30.4","0.5","1.2","8.8","17.8","0.43","0.36","0.64","0.05","6.9","0.009","1.1"
"Deep Bay","DM4","1996-03-04","1","Bottom Water","0.8","0.16","1.8","92","7.4","2","2","0.26","0.021","0.021","8.3","1.4","31.4","0.5","1.2","8.9","16.6","0.44","0.28","0.56","0.07","9.7","0.008","1.2"
"Deep Bay","DM4","1996-04-10","1","Surface Water","0.8","0.51","0.6","83","6.7","360","440","0.62","0.11","0.055","7.9","0.9","19.9","1.3","4.5","7.4","19.9","1.24","0.74","1.47","0.08","6.5","0.013","0.7"
"Deep Bay","DM4","1996-04-10","1","Bottom Water","0.4","0.3","0.4","83","6.4","520","820","0.34","0.047","0.039","7.9","1.1","26.6","1.3","2.5","13","20.2","0.69","0.4","0.79","0.1","9.6","0.008","1.6"
"Deep Bay","DM4","1996-05-03","1","Surface Water","0.5","0.27","1.3","86","6.4","250","380","0.61","0.063","0.052","8.1","2.4","18.5","4.5","3.3","26","24.9","0.94","0.45","1.12","0.12","11.8","0.017","2.8"
"Deep Bay","DM4","1996-05-03","1","Bottom Water","0.3","0.24","0.7","89","6.6","380","510","0.62","0.063","0.048","8.1","3.1","19.7","4.5","3.1","38","24.1","0.92","0.42","1.1","0.15","17.7","0.014","3.4"
"Deep Bay","DM4","1996-06-05","1","Surface Water","1.2","0.086","3.6","98","7.1","24","39","1.6","0.03","0.038","8.3","<0.2","9.9","1.5","5.2","2.8","29.1","1.72","0.34","1.97","0.06","4.8","0.011","1"
"Deep Bay","DM4","1996-06-05","1","Bottom Water","0.9","0.079","3.3","99","7.2","240","330","0.97","0.019","0.036","8.3","0.9","11.4","1.5","5.4","3.8","28.6","1.07","0.33","1.32","0.06","4.6","0.009","1"
"Deep Bay","DM4","1996-07-12","1","Surface Water","0.9","0.025","2.3","91","6.7","50","80","0.82","0.16","0.085","7.9","2.8","5","0.7","5.9","17","29.6","1.01","0.49","1.47","0.13","8.4","0.002","2.2"
"Deep Bay","DM4","1996-07-12","1","Bottom Water","0.8","0.032","2","93","6.7","40","120","0.85","0.17","0.089","7.8","3.4","9.9","0.7","6.7","18","29.3","1.05","0.5","1.52","0.14","14.4","0.002","2.2"
"Deep Bay","DM4","1996-08-07","1","Surface Water","0.4","<0.005","2.4","91","6.8","900","1200","0.92","0.013","0.021","7.8","<0.2","4.7","0.5","7.5","19","29.2","0.94","0.26","1.19","0.06","9.7","0.001","2"
"Deep Bay","DM4","1996-08-07","1","Bottom Water","0.4","<0.005","1.3","90","6.5","350","630","0.93","0.041","0.028","7.7","1.3","11.8","0.5","6.8","20","28.5","0.98","0.25","1.22","0.09","13.3","0.001","1.8"
"Deep Bay","DM4","1996-09-04","1","Surface Water","1.9","1.1","5.2","100","7","320","440","1","0.3","0.22","8","17","14","0.9","6.3","7","29.6","2.4","1.6","2.9","0.33","3.4","0.072","2.3"
"Deep Bay","DM4","1996-09-04","1","Bottom Water","0.7","0.25","1.4","92","6.4","280","350","0.71","0.15","0.082","7.8","3.4","20.8","0.9","5.3","5.4","28.1","1.11","0.44","1.3","0.11","2.8","0.01","1.1"
"Deep Bay","DM4","1996-10-03","1","Surface Water","0.5","0.17","0.9","88","6.1","10","20","0.51","0.12","0.06","7.9","3.2","21.2","1.3","4","6","28.6","0.8","0.47","1.1","0.09","3.6","0.008","1"
"Deep Bay","DM4","1996-10-03","1","Bottom Water","0.5","0.18","0.6","86","5.9","50","50","0.46","0.14","0.075","7.8","3.5","23.9","1.3","3","7.6","28.3","0.78","0.56","1.16","0.1","9.6","0.007","1"
"Deep Bay","DM4","1996-11-04","1","Surface Water","0.6","0.88","2","9","0.6","70","80","0.28","0.17","0.18","7.8","0.6","28.1","0.9","3.2","5.2","26","1.33","1","1.45","0.32","2.6","0.027","0.9"
"Deep Bay","DM4","1996-11-04","1","Bottom Water","0.6","0.87","1.4","91","6.2","39","42","0.28","0.17","0.18","7.8","0.6","29.6","0.9","3.2","5.2","26","1.32","1","1.45","0.3","2.7","0.027","0.9"
"Deep Bay","DM4","1996-12-04","1","Surface Water","0.8","0.9","1.8","94","7.3","310","320","0.27","0.091","0.16","7.9","2.3","30.4","1","2.7","12","19.2","1.26","1.4","1.76","0.28","5.1","0.02","1.8"
"Deep Bay","DM4","1996-12-04","1","Bottom Water","0.7","0.31","1.1","91","6.8","80","130","0.2","0.048","0.076","7.9","3.4","31.7","1","1.9","91","20.5","0.56","1.1","1.35","0.3","7.4","0.008","8"
"Deep Bay","DM5","1996-01-08","1","Surface Water","0.6","0.23","2.1","61","4.7","3000","6400","0.14","0.029","0.053","8.3","0.5","31.8","1.4","1.3","6.8","18.3","0.4","0.37","0.54","0.21","5.8","0.011","0.9"
"Deep Bay","DM5","1996-01-08","1","Middle Water","0.4","0.2","1.4","65","5","7000","16000","0.13","0.028","0.042","8.3","<0.2","32.9","1.4","0.07","6.8","18.3","0.36","0.32","0.48","0.17","6.9","0.01","0.7"
"Deep Bay","DM5","1996-01-08","1","Bottom Water","0.4","0.17","1.2","66","5.1","41000","58000","0.076","0.023","0.045","8.3","1","33.2","1.4","0.95","12","18.4","0.27","0.33","0.43","0.24","13.9","0.01","1.4"
"Deep Bay","DM5","1996-02-09","1","Surface Water","0.8","0.09","2.6","82","6.3","250","330","0.043","0.011","0.021","8.2","1.4","34.3","1.5","0.4","9.5","18.1","0.14","0.29","0.34","0.12","5.7","0.004","1.2"
"Deep Bay","DM5","1996-02-09","1","Middle Water","0.6","0.092","2.2","81","6.2","280","310","0.039","0.008","0.021","8.2","1.6","34.2","1.5","0.33","11","18.1","0.14","0.31","0.36","0.15","7.9","0.004","1.4"
"Deep Bay","DM5","1996-02-09","1","Bottom Water","0.7","0.086","2.7","82","6.3","250","370","0.043","0.009","0.02","8.2","0.8","34.1","1.5","0.32","12","18","0.14","0.26","0.31","0.16","14.9","0.004","1.4"
"Deep Bay","DM5","1996-03-04","1","Surface Water","0.7","0.15","2.3","72","5.6","4","5","0.16","0.017","0.021","8.1","1.5","32.6","1.7","0.77","5.2","17.3","0.33","0.3","0.48","0.05","4.6","0.005","0.9"
"Deep Bay","DM5","1996-03-04","1","Middle Water","0.4","0.15","2","85","6.8","320","390","0.12","0.016","0.025","8.3","1.2","33","1.7","0.77","8","16.7","0.29","0.31","0.45","0.09","6.6","0.007","1"
"Deep Bay","DM5","1996-03-04","1","Bottom Water","0.4","0.11","1.9","88","6.9","310","380","0.12","0.017","0.023","8.3","0.9","33.7","1.7","0.15","8.5","16.7","0.25","0.3","0.44","0.04","8.1","0.005","0.9"
"Deep Bay","DM5","1996-04-10","1","Surface Water","0.6","0.24","0.9","86","6.6","300","900","0.31","0.042","0.033","8","<0.2","27.5","2","2.3","4.2","20.2","0.59","0.34","0.69","0.1","5.4","0.008","0.5"
"Deep Bay","DM5","1996-04-10","1","Middle Water","0.5","0.17","1.1","87","6.6","240","420","0.22","0.028","0.029","8","<0.2","30.8","2","1.6","9.2","20.3","0.42","0.35","0.6","0.09","7.2","0.006","1.2"
"Deep Bay","DM5","1996-04-10","1","Bottom Water","0.7","0.18","0.8","87","6.5","1000","1400","0.17","0.023","0.032","8","0.5","31.4","2","1.4","28","20.1","0.37","0.31","0.5","0.09","18","0.006","3.2"
"Deep Bay","DM5","1996-05-03","1","Surface Water","0.7","0.2","1.4","100","7.4","110","160","0.6","0.056","0.034","8","2.6","18.5","0.8","3.2","14","25.1","0.86","0.34","1","0.1","10.2","0.009","1.6"
"Deep Bay","DM5","1996-05-03","1","Middle Water","0.5","0.19","1.5","101","7.5","140","220","0.54","0.049","0.031","8.1","0.4","23.9","0.8","2.8","14","23.2","0.78","0.33","0.92","0.08","7","0.009","1.6"
"Deep Bay","DM5","1996-05-03","1","Bottom Water","0.4","0.12","0.6","90","6.6","240","460","0.44","0.039","0.026","8.1","0.7","27","0.8","2.3","9.8","22.6","0.6","0.23","0.71","0.08","27.4","0.006","1.3"
"Deep Bay","DM5","1996-06-05","1","Surface Water","1.7","0.11","4.5","98","7.1","33","80","1.1","0.03","0.035","8","2.2","11","2.5","5.4","4","28.3","1.24","0.6","1.73","0.11","5.7","0.008","1.5"
"Deep Bay","DM5","1996-06-05","1","Middle Water","1","0.09","3.2","94","6.6","130","230","0.9","0.023","0.03","8.2","<0.2","21.2","2.5","4.6","2.1","26.9","1.01","0.33","1.25","0.07","5.3","0.007","0.9"
"Deep Bay","DM5","1996-06-05","1","Bottom Water","1.2","0.11","3.4","86","6","100","200","0.83","0.023","0.031","8.2","0.6","24.7","2.5","4.6","2.9","26.2","0.96","0.3","1.15","0.07","19.5","0.008","1.4"
"Deep Bay","DM5","1996-07-12","1","Surface Water","0.4","<0.005","1.6","87","6.6","500","1000","1","0.033","0.026","7.9","0.5","3.4","1","7.6","14","28.3","1.04","0.23","1.26","0.06","8.5","0.001","1.6"
"Deep Bay","DM5","1996-07-12","1","Middle Water","0.4","<0.005","0.5","88","6.5","800","1500","0.84","0.035","0.033","7.8","0.4","8.3","1","7.5","13","28.1","0.88","0.33","1.21","0.04","7.2","0.001","1.4"
"Deep Bay","DM5","1996-07-12","1","Bottom Water","0.4","0.005","0.8","77","5.4","1500","2400","0.81","0.035","0.013","7.7","0.4","26","1","6.3","14","26.1","0.85","0.25","1.1","0.05","20.5","0.001","1.5"
"Deep Bay","DM5","1996-08-07","1","Surface Water","0.1","<0.005","2.3","90","6.7","520","660","1","0.017","0.025","7.8","<0.2","5","1","7.6","17","29","1.02","0.28","1.3","0.07","8.9","0.001","1.8"
"Deep Bay","DM5","1996-08-07","1","Middle Water","0.2","0.046","1.1","84","6","230","340","0.41","0.06","0.033","7.7","<0.2","17.9","1","3.5","13","27.9","0.52","0.13","0.6","0.2","8.1","0.002","1.3"
"Deep Bay","DM5","1996-08-07","1","Bottom Water","0.2","0.045","0.9","70","4.8","2300","2700","0.28","0.054","0.03","7.8","<0.2","27.3","1","2.6","18","26.6","0.38","0.18","0.51","0.17","11.5","0.001","1.4"
"Deep Bay","DM5","1996-09-04","1","Surface Water","0.4","0.039","1","69","4.9","430","510","0.97","0.031","0.034","7.9","0.4","15.1","0.8","6.9","4.6","28.3","1.04","0.28","1.28","0.07","3.5","0.002","0.9"
"Deep Bay","DM5","1996-09-04","1","Middle Water","0.3","0.034","0.9","59","4.1","1800","2800","0.33","0.028","0.034","7.8","2","27.7","0.8","2.7","6.1","25.9","0.39","0.16","0.52","0.07","2.6","0.001","0.9"
"Deep Bay","DM5","1996-09-04","1","Bottom Water","0.3","0.025","1.4","49","3.4","2800","3400","0.32","0.029","0.024","7.9","0.8","29.4","0.8","2.6","6.2","25.3","0.37","0.16","0.51","0.08","26.8","0.001","0.8"
"Deep Bay","DM5","1996-10-03","1","Surface Water","0.2","0.037","0.3","80","5.4","70","80","0.5","0.11","0.046","7.9","2.4","24.3","1.5","4.2","5.8","28.2","0.65","0.39","1","0.08","3.2","0.002","0.7"
"Deep Bay","DM5","1996-10-03","1","Middle Water","0.1","0.15","0.2","79","5.3","1500","3100","0.19","0.094","0.038","8","1.5","29","1.5","1.9","8.4","28","0.43","0.37","0.65","0.09","6.2","0.008","1"
"Deep Bay","DM5","1996-10-03","1","Bottom Water","0.3","0.098","0.2","77","5.1","3200","5000","0.14","0.08","0.038","8","1.9","29.1","1.5","1.6","22","28","0.32","0.49","0.71","0.12","31.6","0.005","2.1"
"Deep Bay","DM5","1996-11-04","1","Surface Water","0.5","0.051","1.3","83","5.8","5","7","0.34","0.12","0.041","7.9","<0.2","26.1","1.6","2.6","4.8","26.2","0.51","0.36","0.82","0.18","2.3","0.002","0.8"
"Deep Bay","DM5","1996-11-04","1","Middle Water","0.3","0.06","0.7","86","5.9","100","100","0.25","0.13","0.047","7.9","<0.2","29.1","1.6","2.1","6.1","25.9","0.44","0.51","0.89","0.18","2.8","0.002","0.9"
"Deep Bay","DM5","1996-11-04","1","Bottom Water","0.3","0.053","0.6","83","5.6","50","100","0.22","0.14","0.041","7.9","<0.2","30.6","1.6","2","5.9","26.2","0.41","0.49","0.85","0.17","4.6","0.002","0.7"
"Deep Bay","DM5","1996-12-04","1","Surface Water","0.4","0.18","1","89","6.5","48","57","0.31","0.059","0.047","8","1.4","27.3","1.5","2.6","5.6","23.9","0.55","0.8","1.17","0.13","3.1","0.007","1.3"
"Deep Bay","DM5","1996-12-04","1","Middle Water","0.3","0.19","1","93","6.9","200","310","0.15","0.048","0.047","8","<0.2","32.4","1.5","1.8","7.7","21.1","0.39","0.78","0.98","0.15","3.3","0.006","1.2"
"Deep Bay","DM5","1996-12-04","1","Bottom Water","0.2","0.16","1.1","90","6.6","250","290","0.15","0.047","0.044","8","0.2","32.5","1.5","1.7","8.2","21.3","0.36","0.73","0.93","0.16","3.9","0.006","1.2"
"Eastern Buffer","EM1","1996-01-02","1","Surface Water","0.7","0.38","0.9","63","4.9","320","520","0.057","0.012","0.056","8.2","<0.2","33.4","3","0.9","2.5","18.3","0.45","0.66","0.73","0.13","3.7","0.016","0.6"
"Eastern Buffer","EM1","1996-01-02","1","Middle Water","0.6","0.36","0.5","62","4.8","700","1200","0.049","0.011","0.053","8.3","0.6","33.6","3","0.84","1.9","18","0.42","0.4","0.46","0.17","3.4","0.016","<0.5"
"Eastern Buffer","EM1","1996-01-02","1","Bottom Water","0.5","0.32","0.7","69","5.3","1000","1800","0.047","0.012","0.043","8.3","<0.2","33.7","3","0.91","1.8","18.1","0.38","0.48","0.54","0.13","3.9","0.018","<0.5"
"Eastern Buffer","EM1","1996-02-01","1","Surface Water","5.5","1.1","0.8","57","4.3","210000","240000","0.026","0.009","0.15","8.3","0.9","33.8","1.5","0.46","4.1","19.6","1.14","1.5","1.54","0.3","4.8","0.064","1.4"
"Eastern Buffer","EM1","1996-02-01","1","Middle Water","1.2","0.17","1","58","4.4","36000","44000","0.012","0.006","0.03","8.4","<0.2","34.3","1.5","0.4","3.4","19.5","0.19","0.44","0.46","0.06","4.1","0.011","0.6"
"Eastern Buffer","EM1","1996-02-01","1","Bottom Water","0.5","0.12","0.7","65","4.8","3700","4700","0.013","0.005","0.021","8.4","1.2","34.2","1.5","0.34","10","19.5","0.14","0.26","0.28","0.07","5.6","0.008","1.2"
"Eastern Buffer","EM1","1996-03-05","1","Surface Water","0.7","0.17","0.4","71","5.5","1300","1700","0.052","0.008","0.033","8","0.5","34.2","3","0.57","2.8","17.4","0.23","0.35","0.41","0.1","3.1","0.004","0.5"
"Eastern Buffer","EM1","1996-03-05","1","Middle Water","0.7","0.17","0.9","62","4.8","2100","2800","0.052","0.008","0.034","8","0.2","34.2","3","0.6","2.8","17.3","0.23","0.3","0.36","0.11","3.9","0.004","<0.5"
"Eastern Buffer","EM1","1996-03-05","1","Bottom Water","0.6","0.14","0.3","67","5.2","1500","2200","0.035","0.007","0.029","8","1.2","34.3","3","0.51","6.8","17.3","0.18","0.24","0.28","0.08","5.6","0.003","0.7"
"Eastern Buffer","EM1","1996-04-01","1","Surface Water","0.6","0.27","1.8","68","5","20000","28000","0.043","0.01","0.058","7.9","<0.2","33.6","2","0.83","3.7","20.8","0.32","0.44","0.49","0.15","3.6","0.007","0.6"
"Eastern Buffer","EM1","1996-04-01","1","Middle Water","0.7","0.27","1.4","67","4.9","17000","19000","0.04","0.011","0.061","7.9","<0.2","33.7","2","0.84","4.6","20.7","0.32","0.54","0.59","0.18","3.5","0.008","0.8"
"Eastern Buffer","EM1","1996-04-01","1","Bottom Water","0.5","0.23","1.1","66","4.9","5000","8000","0.036","0.009","0.053","8","<0.2","33.7","2","0.82","4.4","20.7","0.28","0.53","0.58","0.14","4.2","0.007","0.6"
"Eastern Buffer","EM1","1996-05-01","1","Surface Water","0.7","0.32","0.4","68","4.9","3000","9000","0.079","0.021","0.051","8","1.6","32.4","1.7","0.83","7.6","22","0.42","0.49","0.59","0.17","5.3","0.011","1.1"
"Eastern Buffer","EM1","1996-05-01","1","Middle Water","0.8","0.3","0.8","69","5","6600","8000","0.076","0.02","0.057","8","1","32.5","1.7","0.78","8.2","22","0.4","0.49","0.59","0.19","5.5","0.011","1.1"
"Eastern Buffer","EM1","1996-05-01","1","Bottom Water","0.8","0.31","0.8","69","5","5000","6000","0.074","0.02","0.054","8","1.7","32.7","1.7","0.75","8.2","21.9","0.4","0.51","0.6","0.16","6.1","0.011","1.1"
"Eastern Buffer","EM1","1996-06-03","1","Surface Water","0.9","0.16","9.3","83","5.7","9000","12000","0.084","0.008","0.026","8.2","1.1","31.9","2.5","0.59","4","25.1","0.25","0.34","0.43","0.1","4.5","0.01","1.4"
"Eastern Buffer","EM1","1996-06-03","1","Middle Water","0.9","0.13","7.5","83","5.7","8000","10000","0.068","0.01","0.03","8.2","1.4","32.2","2.5","0.55","6","24.9","0.21","0.28","0.36","0.13","5","0.008","1.1"
"Eastern Buffer","EM1","1996-06-03","1","Bottom Water","0.8","0.14","7.4","83","5.7","12000","19000","0.068","0.01","0.033","8.2","0.9","32.4","2.5","0.56","6.5","24.9","0.22","0.32","0.4","0.11","6.5","0.008","1.4"
